SampleIndex,Dice,Jaccard,GT_Count,Pred_Count,TP,FP,FN
1,0.877351672083754,0.781501784901965,67,88,64,24,3
2,0.851331869496751,0.741146939563622,63,75,48,27,15
3,0.906079532350906,0.828286478904751,50,64,47,17,3
4,0.750301472376198,0.600385977730832,47,74,44,30,3
5,0.681312980145665,0.516660109554217,24,39,21,18,3
6,0.847363925770634,0.735153050226342,32,39,27,12,5
7,0.893321039127646,0.807208838978446,20,21,18,3,2
8,0.823369464688691,0.699768907893289,51,58,44,14,7
9,0.575769739327541,0.404267312123875,48,84,39,45,9
10,0.683823529411765,0.519553072625698,24,37,21,16,3
11,0.585472856979361,0.413900051241943,15,30,10,20,5
12,0.733658313498457,0.579352572310319,53,64,44,20,9
13,0.849764775737645,0.738774780856323,84,120,76,44,8
14,0.77921604058797,0.638291513072686,59,67,48,19,11
15,0.752045332999556,0.602622317048708,37,64,34,30,3
16,0.879474578409295,0.784876952778802,39,44,32,12,7
17,0.898559850808173,0.815804518718047,93,92,76,16,17
18,0.915812933478346,0.844700109194722,99,94,83,11,16
19,0.939063104476253,0.88512625815758,93,91,79,12,14
20,0.896844795435466,0.81298152039222,97,91,75,16,22
21,0.928358585315001,0.866295920065655,84,90,78,12,6
22,0.926560057459124,0.863168977358825,96,89,77,12,19
23,0.962327163769156,0.927389761174277,82,83,74,9,8
24,0.938830889054603,0.884713736360265,97,97,85,12,12
25,0.941837051989825,0.890068069157879,98,89,77,12,21
26,0.943105018934879,0.892335601768525,86,79,75,4,11
27,0.914350875797234,0.842215827759892,111,116,98,18,13
28,0.936180897665088,0.880018882543397,154,167,147,20,7
29,0.945008340800198,0.895749584899065,136,135,128,7,8
30,0.943145171529418,0.892407496395964,95,111,92,19,3
31,0.929872587426713,0.868936330853061,83,96,81,15,2
32,0.949455389718076,0.903774461765389,133,137,126,11,7
33,0.94936472297605,0.903610171614681,94,111,93,18,1
34,0.935863013938758,0.879457274953601,100,99,89,10,11
35,0.939767788479603,0.886379208505611,101,113,91,22,10
36,0.954855599186788,0.913611170326156,94,101,91,10,3
37,0.946201001329121,0.897895141789404,82,94,79,15,3
38,0.945453797141115,0.896550378331439,115,126,106,20,9
39,0.955531416649486,0.914849361561714,80,89,78,11,2
40,0.942972569048748,0.8920984843318,90,110,88,22,2
41,0.931754701666922,0.872229162272803,117,134,110,24,7
42,0.94810149243194,0.901324115977602,100,103,93,10,7
43,0.936264489770475,0.880166621088409,88,111,84,27,4
44,0.942668975226136,0.891555201860978,139,141,131,10,8
45,0.950915914054137,0.906424877465169,123,123,115,8,8
46,0.947552087622499,0.900331576013067,138,143,132,11,6
47,0.954041818598179,0.912122334871501,91,101,88,13,3
48,0.846806888435848,0.734314903500653,74,94,64,30,10
49,0.961900416671247,0.926597440282977,89,89,81,8,8
50,0.964043932669298,0.930583798937829,83,82,77,5,6
51,0.958173613111461,0.919705648820327,81,73,68,5,13
52,0.835001487056717,0.716740388747062,55,69,52,17,3
53,0.962143538126117,0.927048752376543,81,79,72,7,9
54,0.967130693727684,0.936353406819798,88,89,86,3,2
55,0.951335672661852,0.907187979853049,93,92,80,12,13
56,0.947613104354129,0.900441756045015,79,83,69,14,10
57,0.875080647359764,0.777905229655718,50,64,46,18,4
58,0.957270110573419,0.918042266055922,83,83,73,10,10
59,0.953978317520842,0.912006255223921,71,75,64,11,7
60,0.87943364213923,0.784811748068291,68,88,65,23,3
61,0.952297941483466,0.908939649151637,68,68,64,4,4
62,0.937471020900423,0.882301602441816,82,86,78,8,4
63,0.861370861080818,0.756498171036141,94,122,80,42,14
64,0.965840262274536,0.933937212058564,84,76,74,2,10
65,0.878908859705462,0.783976278212805,95,120,82,38,13
66,0.914643350008625,0.842712255013957,85,90,75,15,10
67,0.949652587627792,0.90413188668976,92,87,77,10,15
68,0.932578551125451,0.87367417256673,103,98,91,7,12
69,0.826213245757084,0.703887007389163,102,97,82,15,20
70,0.740692693341982,0.588174696855886,86,75,61,14,25
71,0.78654925093408,0.648192150805909,91,92,70,22,21
72,0.883801287914484,0.791795652821693,97,81,72,9,25
73,0.935962871064371,0.879633657145619,133,121,110,11,23
74,0.91638269525874,0.845670045364908,128,121,97,24,31
75,0.932054657139275,0.872755018194624,138,117,103,14,35
76,0.910765782485795,0.836152379204813,135,146,111,35,24
77,0.924525936036743,0.859645031912484,136,147,118,29,18
78,0.848110419869446,0.736277534321756,183,169,126,43,57
79,0.881906825568797,0.788759689922481,213,179,157,22,56
80,0.859190689313281,0.753141371888072,98,107,69,38,29
81,0.855703783383059,0.747799189542816,175,151,104,47,71
82,0.934463114557901,0.876988049240722,119,111,99,12,20
83,0.83863563674675,0.722112425076948,133,146,102,44,31
84,0.869740152131559,0.769504600001321,131,152,111,41,20
85,0.851730871001296,0.74175195473905,167,163,125,38,42
86,0.80091709797512,0.667941388058006,149,154,108,46,41
87,0.969958607973756,0.941669544042016,67,64,60,4,7
88,0.969303668069753,0.940435740422672,63,59,56,3,7
89,0.970426882984295,0.942552662794023,66,66,62,4,4
90,0.973055936240474,0.947525742228088,66,63,61,2,5
91,0.96745788954512,0.93696700575138,72,73,67,6,5
92,0.959754618290827,0.922623291740939,71,73,63,10,8
93,0.939803079932504,0.886442001616711,66,66,62,4,4
94,0.938312734824234,0.883793905796631,68,70,64,6,4
95,0.953420533582477,0.910987234295803,65,69,62,7,3
96,0.92870461172348,0.86689873016028,68,80,63,17,5
97,0.957348501021684,0.91818647166362,65,70,60,10,5
98,0.94593655629493,0.897418994979971,60,67,55,12,5
99,0.97720082857844,0.955418087815084,37,36,35,1,2
100,0.966101576067521,0.934426007143826,47,49,41,8,6
101,0.979180858217373,0.959210910276877,34,37,34,3,0
102,0.97235086577298,0.946189544064926,41,43,38,5,3
103,0.933773540376138,0.875774120917568,61,64,52,12,9
104,0.9337165629243,0.875673887878287,67,75,61,14,6
105,0.906137390608019,0.828383183434428,72,76,61,15,11
106,0.942754573189409,0.891708348205801,58,61,52,9,6
107,0.973469428282066,0.948310216083416,56,59,52,7,4
108,0.967623689061376,0.937278082428707,54,49,46,3,8
109,0.976414145766899,0.953915239966321,52,49,47,2,5
110,0.975919431095954,0.952971339101148,54,49,48,1,6
111,0.95704266969296,0.917623992739198,102,98,90,8,12
112,0.960711142148412,0.924392804647582,89,88,80,8,9
113,0.965193010991549,0.932727572623368,76,80,70,10,6
114,0.973163486461721,0.947729724869628,60,59,55,4,5
115,0.905096968323585,0.826645777880242,149,133,111,22,38
116,0.914013375463354,0.841643308317295,115,104,91,13,24
117,0.937500193694545,0.882353284330883,109,104,96,8,13
118,0.820305328418704,0.695353931978978,83,89,64,25,19
119,0.903225806451613,0.823529411764706,153,159,132,27,21
120,0.87745206083315,0.781661103475358,131,127,99,28,32
121,0.975163340493973,0.95153050142059,58,53,53,0,5
122,0.971557762664328,0.944688702382827,56,53,50,3,6
123,0.978986314002002,0.958837601716458,51,50,49,1,2
124,0.974396328805041,0.950071022727273,55,53,52,1,3
125,0.946457946684663,0.898358014002672,64,69,60,9,4
126,0.966208581086082,0.934626234469196,62,67,58,9,4
127,0.915719618415595,0.844541351082549,68,68,59,9,9
128,0.965950767138548,0.934143884489465,68,68,60,8,8
129,0.954325212532971,0.9126405494051,122,112,108,4,14
130,0.961531025537486,0.925912135251948,108,100,96,4,12
131,0.963004021033096,0.928647787036242,115,106,106,0,9
132,0.961411918724115,0.925691268807013,105,97,93,4,12
133,0.963276044355929,0.929153839951049,79,79,73,6,6
134,0.96168456758016,0.926196931638501,81,82,70,12,11
135,0.970352146397039,0.942411663367788,81,75,73,2,8
136,0.965947509331457,0.934137790922921,86,84,80,4,6
137,0.934257155204863,0.876625313289765,133,128,109,19,24
138,0.884466990568734,0.792864920258759,158,171,129,42,29
139,0.88910308599806,0.80034706622338,145,147,110,37,35
140,0.862698618817141,0.758548818361483,120,121,95,26,25
141,0.961788047773288,0.926388918669726,41,41,36,5,5
142,0.966606244961765,0.935370704776517,42,45,40,5,2
143,0.964189686064964,0.930855459820644,44,42,38,4,6
144,0.968234944908285,0.938425797743476,42,43,37,6,5
145,0.979849437790591,0.960494925051519,39,39,35,4,4
146,0.971823142888963,0.945190641247834,41,38,38,0,3
147,0.941203883857107,0.888937794072985,46,44,40,4,6
148,0.966557833471474,0.935280042538107,41,39,38,1,3
149,0.965512727042906,0.933324896577004,42,52,37,15,5
150,0.971691902567479,0.9449423815621,49,53,43,10,6
151,0.960966698276343,0.924866119961883,48,57,44,13,4
152,0.970284339055669,0.942283754493781,51,53,46,7,5
153,0.934260530811109,0.876631257282938,78,78,71,7,7
154,0.953748656034936,0.911586552826242,80,77,68,9,12
155,0.953606148402286,0.911326215216429,69,68,61,7,8
156,0.963027580490798,0.928691604880483,72,70,64,6,8
157,0.899612009077148,0.817540736992849,61,68,58,10,3
158,0.895374683693587,0.810568679240028,57,73,54,19,3
159,0.958429403143931,0.92017709220758,56,60,54,6,2
160,0.944893193430347,0.895542695343204,54,68,45,23,9
161,0.955639101242794,0.915046802671383,41,45,39,6,2
162,0.962707115128282,0.928095747275217,43,53,42,11,1
163,0.971925394756561,0.945384109090427,46,53,44,9,2
164,0.979359343140111,0.95955352802936,45,43,41,2,4
165,0.833724552312621,0.714860759493671,80,76,59,17,21
166,0.775243254087672,0.632977329314638,57,77,47,30,10
167,0.832545023536946,0.713128163673807,85,99,67,32,18
168,0.834578409622553,0.7161171686825,65,80,56,24,9
169,0.883870424728298,0.791906642661212,113,110,87,23,26
170,0.887966207952642,0.798506497107262,146,160,125,35,21
171,0.884200575774503,0.792436845348121,113,113,87,26,26
172,0.893912829304495,0.808175750508347,160,163,128,35,32
173,0.954711625737798,0.913347597892939,84,81,72,9,12
174,0.926513592258961,0.86308833123341,72,85,63,22,9
175,0.963825909885716,0.930177582204754,76,82,72,10,4
176,0.941995655045638,0.890351405018353,80,88,71,17,9
177,0.932036631817813,0.87272340942205,140,144,121,23,19
178,0.959192809510003,0.921585494675943,90,95,85,10,5
179,0.889860024538582,0.801574616001664,177,177,154,23,23
180,0.944474542313629,0.894790869737849,191,173,158,15,33
181,0.901610743475628,0.820848108373338,150,150,115,35,35
182,0.946167025344226,0.89783395291202,168,153,141,12,27
183,0.926268610353014,0.862663250123987,112,104,100,4,12
184,0.954758917453091,0.91343416690689,129,129,123,6,6
185,0.915591163418083,0.844322853642588,211,151,139,12,72
186,0.942529721155675,0.89130611045233,113,115,105,10,8
187,0.959027367410253,0.921280096503949,104,110,100,10,4
188,0.907682913771599,0.830970169024532,136,139,107,32,29
189,0.95289487662369,0.910027900112984,149,140,134,6,15
190,0.824226502998922,0.701007894038427,13,32,13,19,0
191,0.869016387209612,0.76837221811336,25,32,18,14,7
192,0.94845946778026,0.90197138267045,109,117,97,20,12
193,0.943336250620032,0.892749705072749,140,141,123,18,17
194,0.95727946478174,0.918059472743926,113,102,99,3,14
195,0.910359659558891,0.835468021668836,89,84,70,14,19
196,0.954919589381283,0.913728340593375,104,98,92,6,12
197,0.906064429557084,0.828261237716436,133,127,116,11,17
198,0.882468405709942,0.789658574503707,229,185,172,13,57
199,0.949580953652234,0.904002033239841,101,104,93,11,8
200,0.893771337352206,0.807944476156435,156,155,139,16,17
201,0.846125530881611,0.733290798545954,126,161,101,60,25
202,0.833477140264642,0.714497048479382,125,148,117,31,8
