SampleIndex,Dice,Jaccard,GT_Count,Pred_Count,TP,FP,FN
86,0.806618369260991,0.675909825058634,149,170,105,65,44
87,0.968674134133196,0.939251274687122,67,63,59,4,8
88,0.969034047882915,0.939928273958037,63,59,56,3,7
89,0.969662272660294,0.941111100691156,66,68,61,7,5
90,0.971922717120424,0.945379042320762,66,63,61,2,5
91,0.965269820619949,0.932871041993075,72,71,66,5,6
92,0.959727885559732,0.922573884503408,71,73,62,11,9
93,0.93779337616444,0.882872837657639,66,68,62,6,4
94,0.936865665407927,0.881229807865631,68,75,64,11,4
95,0.950440789812858,0.905561859290805,65,72,59,13,6
96,0.923714993571048,0.858243855534026,68,82,60,22,8
97,0.957866623543651,0.91914014576595,65,69,59,10,6
98,0.947675664095973,0.900554735609955,60,64,56,8,4
99,0.976748796686896,0.954554261479839,37,39,35,4,2
100,0.966691788796774,0.935530927090108,47,50,42,8,5
101,0.981370070170915,0.9634215934884,34,35,34,1,0
102,0.972167279846086,0.945841926204206,41,43,39,4,2
103,0.929916071550713,0.869012277287728,61,66,51,15,10
104,0.926514860484444,0.863090532303561,67,75,60,15,7
105,0.906637875705723,0.829220123470916,72,76,59,17,13
106,0.941650047646649,0.889734105012044,58,58,50,8,8
107,0.973637577496389,0.948629408237092,56,59,52,7,4
108,0.969998587799635,0.94174491055061,54,51,47,4,7
109,0.974823234626333,0.950883074560336,52,48,47,1,5
110,0.975783931584153,0.952712969142727,54,50,48,2,6
111,0.953814886248159,0.911707568489077,102,100,88,12,14
112,0.960806281812299,0.924568985547656,89,90,81,9,8
113,0.964321174618139,0.931100598935763,76,76,69,7,7
114,0.970539677880911,0.942765502494654,60,63,55,8,5
115,0.905256185017713,0.826911440492915,149,142,108,34,41
116,0.903971428374056,0.824769948317156,115,111,88,23,27
117,0.86666763370516,0.764707388123506,109,104,94,10,15
118,0.674830103485027,0.509240441742409,83,93,61,32,22
119,0.855388730600819,0.74731811006004,153,152,121,31,32
120,0.839583388545835,0.723518932992281,131,126,91,35,40
121,0.975212987262013,0.951625045146187,58,56,53,3,5
122,0.970828628335718,0.943310953904384,56,55,50,5,6
123,0.977831678573911,0.956624910082987,51,52,49,3,2
124,0.976550777093697,0.954176089284207,55,58,53,5,2
125,0.928634927160145,0.866777301875842,64,76,61,15,3
126,0.962909236547638,0.92847151906186,62,73,57,16,5
127,0.907695690863157,0.830991586566598,68,74,59,15,9
128,0.960836186077329,0.924624369328578,68,70,59,11,9
129,0.954726876481632,0.913375514016892,122,112,109,3,13
130,0.959211626985486,0.921620236981749,108,105,97,8,11
131,0.961565885638456,0.925976787877054,115,109,104,5,11
132,0.962835619369453,0.92833463754713,105,101,93,8,12
133,0.960600255427842,0.924187503839774,79,81,74,7,5
134,0.961290085589391,0.925465399196514,81,80,72,8,9
135,0.96943772188374,0.940688149051751,81,74,70,4,11
136,0.964839718014978,0.932067946197474,86,84,80,4,6
137,0.93093981585448,0.870802064898304,133,128,108,20,25
138,0.876518603507622,0.78018079003729,158,158,117,41,41
139,0.891337917234994,0.803976189942381,145,146,109,37,36
140,0.829139239708986,0.70814503981063,120,120,89,31,31
141,0.961724051325022,0.926270181402498,41,46,36,10,5
142,0.962399646953413,0.927524401979654,42,52,41,11,1
143,0.963312804110381,0.929222245562441,44,48,38,10,6
144,0.965241916439803,0.932818918523239,42,46,35,11,7
145,0.978564981949459,0.958029600176717,39,41,35,6,4
146,0.979086564296477,0.959029953035908,41,40,38,2,3
147,0.975028893950785,0.951274517102307,46,53,40,13,6
148,0.973753203789222,0.948848958539623,41,40,38,2,3
149,0.962237055973741,0.927222408077613,42,53,37,16,5
150,0.970374967412695,0.942454715746641,49,54,42,12,7
151,0.95939688919349,0.921962349747272,48,57,42,15,6
152,0.967100181570281,0.936296206383818,51,53,46,7,5
153,0.903125794282924,0.823363143718482,78,84,69,15,9
154,0.952296386580428,0.908936816083179,80,76,67,9,13
155,0.951837320506837,0.908100754901039,69,78,60,18,9
156,0.960472656465272,0.923951315411632,72,68,63,5,9
157,0.894422503365538,0.80900932416614,61,69,58,11,3
158,0.891411006980994,0.804095126863407,57,75,54,21,3
159,0.960738943130726,0.924444283542104,56,61,55,6,1
160,0.940721028222113,0.888076751531481,54,71,48,23,6
161,0.953627236285354,0.911364734781471,41,48,39,9,2
162,0.960163738502257,0.923379741652086,43,56,43,13,0
163,0.975273598889835,0.951740481979625,46,55,45,10,1
164,0.979882826605041,0.960559092779491,45,45,42,3,3
165,0.706691523137514,0.546421473129071,80,89,56,33,24
166,0.557787115270846,0.386757822771496,57,82,43,39,14
167,0.806017787031215,0.675066829535999,85,108,66,42,19
168,0.808260994659687,0.67821980403241,65,97,55,42,10
169,0.758300006778282,0.610695023691508,113,109,81,28,32
170,0.893635174927771,0.807721968989235,146,150,118,32,28
171,0.79602846815818,0.661168845861684,113,109,80,29,33
172,0.902454951605708,0.822248665716272,160,160,124,36,36
173,0.957181844478261,0.917879919341611,84,83,75,8,9
174,0.921313788256922,0.854107318909867,72,92,62,30,10
175,0.963300466483954,0.929199286139203,76,82,71,11,5
176,0.938390238584605,0.883931433838262,80,85,71,14,9
177,0.924532790134934,0.859656883682145,140,139,121,18,19
178,0.959298798980953,0.921781197178994,90,93,86,7,4
179,0.861238349171623,0.756293776265759,177,169,139,30,38
180,0.935784907314012,0.879319334733518,191,161,147,14,44
181,0.894402898623545,0.808977246331438,150,147,112,35,38
182,0.948218657516846,0.901535917416251,168,148,139,9,29
183,0.903228743959978,0.823534295766608,112,97,90,7,22
184,0.95288852512842,0.910016314399844,129,131,122,9,7
185,0.915362309289221,0.843933709042852,211,142,128,14,83
186,0.934947482590877,0.877841671944269,113,113,98,15,15
187,0.960268762618577,0.923574023838147,104,104,97,7,7
188,0.901551358246771,0.820749668193689,136,142,102,40,34
189,0.952274517884632,0.908896971716274,149,138,128,10,21
190,0.816294653205473,0.689609669683422,13,38,13,25,0
191,0.828132769012479,0.706677981186162,25,41,18,23,7
192,0.945675829642678,0.896949777146983,109,117,92,25,17
193,0.937451007034083,0.882266147951781,140,135,115,20,25
194,0.955130562706878,0.914114748328054,113,107,99,8,14
195,0.793269843826552,0.657371359925252,89,85,61,24,28
196,0.954382163880105,0.912744724613392,104,101,94,7,10
197,0.896686296738465,0.81272107297113,133,133,113,20,20
198,0.881579319512402,0.788235889136152,229,186,158,28,71
199,0.948701401138694,0.902409079747906,101,108,93,15,8
200,0.879350083026073,0.784678667001171,156,158,135,23,21
201,0.850510639182977,0.739903011001737,126,133,94,39,32
202,0.843480164684648,0.729326155011128,125,155,110,45,15
